text,sentiment_id,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official,Joking
"العرب من بعد ما جتهم كورونا
خلو الواقع وعاشو فالمواقع",Joking,0,0,0,0,0,0,0,0,0,1
انا ملاحظ ان بينتشر في البلدان البتشرب مشروبات كوحليه عاليه,Neutral,0,0,0,0,0,0,0,0,0,0
"كورونا علمتنا درسا في غاية الأهمية :

عندما تبقى وحيدا ستنجو .. وعندما تتبع القطيع ستموت . .",Neutral,0,0,0,0,0,0,0,0,0,0
"سينتهي فيرس كورونا بعد انتهاء مهمته التي كلفه الله بها
# كورونا",Positive,1,0,0,0,0,0,0,0,0,0
"

يأتي على الناس زمان تكون العافيه فيه عشرة أجزاء: تسعة منها في اعتزال الناس وواحد في الصمت.

 (علي بن موسى)",Neutral,0,0,0,0,0,0,0,0,0,0
 الأردن.. وزارة الخارجية: وفاة أردني خمسيني في القاهرة اثر اصابته بفيروس كورونا ,Neutral,0,0,0,0,0,0,0,0,1,0
"اكثر اجهزة اشتغلت في ازمة كورونا هي :

الجهاز الصحي
الجهاز الامني
و الجهاز الهضمي

😊",Joking,0,0,0,0,0,0,0,0,0,1
كل حاجه ليها وشين وش حلو و وش بشع والوش الحلو بتاع كورونا انه اظهر للبشريه قيمه الحياه وخرم بالونات حاجات كتير وكذب اساطير اكتر,Positive,1,0,0,0,0,0,0,0,0,0
لدي قناعة كاملة بأن الحل الوحيد لفيروس كورونا هو ذكر الله والجلوس في البيت.,Positive,1,0,1,0,0,0,0,0,0,0
فكرة ذكية! ألعاب كلها تدور حول التوعية بكارونا ! فكرة ذكية للتسويق لمجموعتكم وللتوعية ب 👌🏼 براڤو 👏🏼,Positive,1,1,0,0,0,0,0,0,0,0
"فعلاً⁦👍🏻⁩⁦👍🏻⁩
حوالينا أمراض اخطر بمليون مرة من خطر كورونا",Negative,0,0,0,1,0,1,1,0,0,0
نظرية المؤامرة تسيطر على الرجال قريباً بسبب إرتفاع نسب الإصابة 😐,Joking,0,0,0,0,0,0,0,0,0,1
"المخابرات الأمريكية تحمل الصين مسئولية تفشي فيروس كورونا في العالم

 ",Neutral,0,0,0,0,0,0,0,0,1,0
 أعضاء الحكومة يتبرعون بنصف مرتباتهم لفائدة صندوق مجابهة 1818,Neutral,0,0,0,0,0,0,0,0,1,0
المجتمع دا مش عايز كورونا دا عايز وباء يصيب المعرصين .. بس الواحد خايف انهم يعرصوا للوباء كمان,Negative,0,0,0,0,0,0,1,0,0,0
"إنّ للمحن آجالاً وأعماراً كأعمار ابن آدم، لابد وأن تنتهي.
ابن القيم..
",Positive,1,0,0,0,0,0,0,0,0,0
صامل علي حبك ولو فيك كورونا و شيييييل ❤️❤️,Neutral,0,0,0,0,0,0,0,0,0,0
"إنَ اللّٰه يُخبئك لمن يُشبهك 😍🥰😊
ولعـل شبيهك مُتلهِفٌ لِـ لُقياك ومُقدر لكُما اللِقاء بما يرضيه..❤
 ",Positive,1,0,0,0,0,0,0,0,0,0
"وجاان ينحذف البومات الصووور كلهن 

😭😭ياربي ساعدني ع هالمصيبه ولكم كلبي محروك والله صور مال 3سنين وكل صوره بيها ذكرى 
ليش هيج كورونا",Negative,0,0,0,0,0,1,1,0,0,0
غايتو الموقف الامريكي والدول الاروبيه قبل كرونا قد لايكون كذلك بعد كرونا🤷‍♀️. الكلام ليك يالمنطط عينيك,Neutral,0,0,0,0,0,0,0,0,0,0
هل من الممكن ان يجتمع مجلس الامن ضد فيروس كورونا ونجد من يستخدم حق الفيتو سؤال مطروح,Joking,0,0,0,0,0,0,0,0,0,1
كلمة كورونا يعنى تاج، ومنها جت كلمة coronation يعنى تتويج,Joking,0,0,0,0,0,0,0,0,0,1
يا جماعة لو صار زلزال و كورونا موجود. نتم داخل ولا نطلع برع؟',Joking,0,0,0,0,0,0,0,0,0,1
"*الهند*
 
 *عدد الوفيات من*

 *من كرونا : 3*

 *من الضرب : 364,892*",Joking,0,0,0,0,0,0,0,0,0,1
"ابتداء من نهار الخميس ٢ نيسان سيصبح الخط الساخن للتبليغ عن حالات فيروس كورونا في وزارة الصحة العامة *01594459* 
الرجاء التعميم
",Neutral,0,0,0,0,0,0,0,0,1,0
"كرونا فضحت الرفاهيه المزعومة في الغرب
 اتضح ان نظامها الصحي مجرد وهم بينما الدول الناميةوالعربيه كانت افضل من امريكا و اوربا",Positive,1,1,0,0,0,0,0,0,0,0
"بس قلبي مش مطمئن ، خاصة بعد ارتفاع أعداد الموتى و المصابين في الكيان الصهيوني 
 
 الطف فينا",Negative,0,0,0,0,1,0,0,0,0,0
"الإيرانيين لم يضعوا علم لبنان 
ما بيعرفو انو صار في عنا كورونا جاي من زمبابوي",Joking,0,0,0,0,0,0,0,0,0,1
"قلتم لانؤمن بما لانراه، شلونهة كرونا وياكم هم ماتنشاف🤣
",Joking,0,0,0,0,0,0,0,0,0,1
حسبي الله على كورونا اللي ما خلتني أضمك.,Negative,0,0,0,0,0,1,1,0,0,0
"ليش كتبته چان خليته مسلسل حق رمضان 
سمة عندما تختفي الكورونا",Joking,0,0,0,0,0,0,0,0,0,1
الداخلية بغزة توقف عمل صرافات البنوك لحين ترتيب عملية الصرف غداً وتنفيذ الإجراءات الوقائية ضد فيروس .,Neutral,0,0,0,0,0,0,0,0,1,0
ذا نحن بعد كورونا و نظرتنا للبيت يوم ينتهي حضر التجول و المرض,Neutral,0,0,0,0,0,0,0,0,0,0
ربنا يستر المسشتفي اتحول ليها حالات كورونا النهارده يا رب سلم 😢,Negative,0,0,0,0,1,0,0,0,0,0
"كورونا
اصابه 4000 بحار عسكري أمريكي من اصل 5000 الاف على حامله الطائرات يو اس اس الامريكية ..",Neutral,0,0,0,0,0,0,0,0,1,0
"تقويم جديد بعد كورونا
سنة ٢٠٢١
هي ١ كورونا",Joking,0,0,0,0,0,0,0,0,0,1
انا مش قادره اخد نفسي بس هو للاسف من الاكل مش حالة كورونا ولا حاجه,Joking,0,0,0,0,0,0,0,0,0,1
"*الهند*
 
 *عدد الوفيات من*

 *من كرونا : 3*

 *من الضرب : 364,8922*
صديق ليش 😂😂😂😂",Joking,0,0,0,0,0,0,0,0,0,1
"*الهند*🇮🇳
 
 *عدد الوفيات من*

 *من كورونا : 3*

 *من الطق : 364,8922*",Joking,0,0,0,0,0,0,0,0,0,1
"نجلس في القطار لوحدنا
لأننا في زمن 
الحب في زمن الكورونا",Negative,0,0,0,0,0,1,0,0,0,0
"قلتم لانؤمن بما لانراه، شلونهة كرونا وياكم هم ماتنشاف🤣$
",Joking,0,0,0,0,0,0,0,0,0,1
"الخطوط الجوية التركية تمدد وقف رحلاتها إلى خارج حتى بداية شهر مايو / أيار القادم
",Neutral,0,0,0,0,0,0,0,0,1,0
"عليكم ننشد كيف الحال 😳
توحدتوا وله مزال😩☹ 
 
",Neutral,0,0,0,0,0,0,0,0,0,0
الخوف من الاصابة بفايروس كورونا والوسوسة الزايدة بدأت تقل عن الايام اللي راحت وكأني بدأت اقتنع بأنه لا مفر من الإصابة,Negative,0,0,0,1,1,1,0,0,0,0
"الأمم المتحدة تعلن تأجيل قمة المناخ المقررة في نوفمبر المقبل بفنلندا بسبب فيروس كورونا
",Neutral,0,0,0,0,0,0,0,0,1,0
اسعد انسان فى الدنيا بمناسبه كورونا الوزير سامح شكرى كان زمانه بيلف الدنيا اهو يرتاح شويه وعياله تعرفه,Joking,0,0,0,0,0,0,0,0,0,1
"هل تعلم انك حين تقرا منشور لهاني بلا بريك كانك استنشقت فيروس كورونا
اللهم جنبنا هاني بلا بريك وكرونته",Joking,0,0,0,0,0,0,0,0,0,1
كورونا سلاح ذو حدين : أما أن يستقيم حالك أو أن تكون على ما كنت عليه { فاعتبروا يا أولِي الألباب },Negative,0,0,0,0,1,1,0,0,0,0
ليس تفكير خارج الصندوق أو مجرد تفاؤل عندما أقول ان حالات ووفيات ستقل مع ارتفاع درجات الحرارة في أبريل وما بعده وهذا رأي طبي محض.,Positive,1,0,0,0,0,0,0,0,0,0
"قد عيوصلوا مليون مصاب ب ، اليوم بس في امريكا قدهم فوق 22 الف اصابه جديدة .!

بدايه موفقه لشهر 4 😅
 ",Neutral,0,0,0,0,0,0,0,0,0,0
"*الهند*

عدد الوفيات من كرونا : 3

من طق الشرطه بالعصي : 364,922

 ",Neutral,0,0,0,0,0,0,0,0,1,0
"الاخبار الكاذبة والتهويل تحاربهم بسياسة إتصالية ناجعة مشي بعقلية ستالينية 👌



",Negative,0,0,0,0,0,0,1,1,0,0
الله ياخذ كورونا اللي سوا لحياتي ستوب مره تعبتتتت,Negative,0,0,0,0,0,1,1,0,0,0
"قلتم لانؤمن بما لانراه، شلونهة كرونا وياكم هم ماتنشاف🤣؟
",Joking,0,0,0,0,0,0,0,0,0,1
"بالراحة شوية
اخاف ينط لكي عرق تروحي فيها بغير الكورونا",Joking,0,0,0,0,0,0,0,0,0,1
الكويت تدهش العالم بتكاتفها بمواجهة وتثبت للجميع بأنهم ومنذ سنين رجال أزمات ومواقف,Positive,1,1,0,0,0,0,0,0,0,0
العراق يعلن تسجيل حالتي وفاة بفيروس كورونا و34 إصابة جديدة ,Neutral,0,0,0,0,0,0,0,0,1,0
"شهر أبريل سيكون حاسم في حرب البشرية مع فيروس كورونا 
يآرب رحمتك 
",Negative,0,0,0,0,1,0,0,0,0,0
 كتابة أبحاث ، اعداد عروض ، تلخيص ، حل واجبات بلاك بورد بسعر رمزي,Neutral,0,0,0,0,0,0,0,0,0,0
 مرض قاتل ضدّ الإنسانية جمعاء من المشرق إلى المغرب ، لا يوجد له دواء إلا الوقاية منه قبل العلاج ، كن في بيتك تسلم بإذن الله,Neutral,0,0,0,0,0,0,0,0,0,0
بريطانيا تقرر استدعاء 3000 من قوات الاحتياط في الجيش لمواجهة كورونا ,Neutral,0,0,0,0,0,0,0,0,1,0
" 

امسيه رائعه ❤ نشكر الكوتش افراح تطرقت لعدة جوانب منها كورونا أسبابه وطرق الوقاية منه لها منا جزيل الشكر",Positive,0,1,0,0,0,0,0,0,0,0
"تويتر صاير ( ن ) زيطة هاليومين. 

وش السبب ؟

 
 
",Neutral,0,0,0,0,0,0,0,0,0,0
"كورونا علمتنا درسا في غاية الأهمية :

عندما تبقى وحيدا ستنجو .. وعندما تتبع القطيع ستموت . .",Positive,1,0,0,0,0,0,0,0,0,0
اشاهد الآن برنامج الذي عُرض البارحه وعنوانه ما بين المؤامرة والواقع.,Negative,0,0,0,0,0,0,0,1,0,0
"لنااا في الله ظن لا يخيب....
 
",Positive,1,0,0,0,0,0,0,0,0,0
صداع قوي🥺 مو كورونا.. من الغبار والهوى اللي كان اليوم ,Negative,0,0,0,0,1,1,0,0,0,0
تسجيل 12 حالة إصابة مؤكدة جديدة بفيروس كورونا المستجد، ليرتفع العدد الإجمالي للمصابين بالفيروس في المغرب إلى 654 حالة.,Neutral,0,0,0,0,0,0,0,0,1,0
قريه الهياتم عامله مظاهرات فك الحجر الصحى😂.ي جدعان هو ي مظاهرات مواجهه كورونا ي مواجهه حكومة😂,Joking,0,0,0,0,0,0,0,0,0,1
"Virus corona
(وَهُوَ ٱلۡقَاهِرُ فَوۡقَ عِبَادِهِۦۚ وَهُوَ ٱلۡحَكِیمُ ٱلۡخَبِیرُ)
[سورة الأنعام 18]",Positive,1,0,1,0,0,0,0,0,0,0
" 

فتح عيوننا علي نعم كنا لانراها ! وتفاصيل في حياتنا كنا نعتقد انها مرهقة لنكتشف انها السعادة بحد ذاتها !

",Positive,1,0,0,0,0,0,0,0,0,0
الله يعين حكومتنا مادري يلقونه من كورونا ولا من هالمتخلفين 😒 ,Negative,0,0,0,0,0,0,1,0,0,0
بريطانيا الشيْطَانَ التاني تسجل 563 وفاة بسبب كورونا كأعلى حصيلة في يوم واحد,Neutral,0,0,0,0,0,0,0,0,1,0
"الامارات النهاردة نطت نطة جامدة كده ليه؟
 +150 اصابة مرة واحدة.
خير ان شاء الله و ربنا يشفي عبيده.",Negative,0,0,0,0,1,1,0,0,0,0
لم يكن بحاجة الى لحمة مثل حاجتنا اليوم بين الحرب وبين مرض ... كونوا يداً وااااااحدة,Positive,1,0,0,0,0,0,0,0,0,0
ان شاء الله تنتهي أزمة كورونا ولكن ازماتنا الأخرى متى تنتهي؟؟؟,Negative,0,0,0,0,0,1,0,0,0,0
تعتقدون منو من رؤساء امريكا لازم يكون موجود بوقت ازمه كورونا بدال ترامب 🤔🤦🏻‍♀️,Neutral,0,0,0,0,0,0,0,0,0,0
"وش الدروس واللي استفدتوه من 

عطونا آرائكم ",Positive,1,0,0,0,0,0,0,0,0,0
مزاجك رايق ياصاحب التاق هاليومين عشان هالموضوع !!!حنا مانتخيل قدامنا هالفترة غير كورونا ومستجداتها 😩 ,Negative,0,0,0,0,0,1,0,0,0,0
"كورونا احصاء

كارثة صحية للكيان الصهيوني المحتل لدولة فلسطين

٧٥٠ اصابة في يوم واحد

",Neutral,0,0,0,0,0,0,0,0,1,0
"هناك الكثير من الآمال وراء اليأس وهناك العديد من الشموس وراء الظلمة 

 
",Positive,1,0,1,0,0,0,0,0,0,0
كورونا ينهش في حاملة الطائرات الأمريكية روزفيلت و أصبحت الإصابات بها تتعدى ال٦٠٠ وقائد الحاملة يطلب مساعدة طارئة,Neutral,0,0,0,0,0,0,0,0,1,0
هو كورونا ابن الوسخة هيشتغلنا هيقعد يحور علينا هو أحنا هفأ للدرجة دي😂😂😂😂,Joking,0,0,0,0,0,0,0,0,0,1
"كورونا احصاء

كارثة صحية في انجلترا

٤٣٠٠ اصابة في يوم واحد

",Neutral,0,0,0,0,0,0,0,0,1,0
جدتي صارت تفتح التلفزيون وكل ما شافت احد قال كورونا قالت زق 😭😭😭😭,Joking,0,0,0,0,0,0,0,0,0,1
"اللهم كما رفعت السماء بلاعمد
ارفع وباء من كل بلد.",Positive,0,0,1,0,0,0,0,0,0,0
شوفت فيديو لمريض كورونا على سناب شات المنظر مرعب مرعب لاقصى حد انما الهطل اللي بيعملوه ده معتقدش حد يصدقه,Negative,0,0,0,0,1,1,1,0,0,0
أتمني بعد إنتهاء أزمة ، أن نصطف في الشوارع لتحية الأطباء والممرضين مثلما فعلوا في الصين .,Positive,0,1,0,0,0,0,0,0,0,0
"إذا كنت زهقان من حبسة البيت ، تذكر حبس المعتقلين 

هتعرف إن حالك أفضل بكتير من حالهم
 

",Positive,1,0,1,0,0,0,0,0,0,0
"🚨سؤال لولبي🚨

(( خاص ب ))


هو بالنسيه للناس اللي بتقول الحراره بتموت الفيروس😬
هي شوربت الخفاش مكنتش سخنه 🤔🤔😁🤣🤣

🤔🤔🤔🤔",Joking,0,0,0,0,0,0,0,0,0,1
المستشفى الي بين بيتي و بينها عشر دقايق مشي اختيرت عشان تكون حجر صحي و فيها ٧ حالات كورونا ☹️☹️☹️,Negative,0,0,0,0,1,1,0,0,0,0
"ازمة كورونا اظهرت معادن الناس الحقيقيه
وبينت لنا ناس كتير مفيش في قلوبهم رحمة ولا عندهم ذرة انسانية",Negative,0,0,0,0,0,1,1,0,0,0
"*الهند*
 
 *عدد الوفيات 

 *من كرونا : 3*

 *من الضرب : 364,8922*",Neutral,0,0,0,0,0,0,0,0,1,0
مدري شفيني أبوي يسولف وركبت حركة شفايفه على صوت كاردي بي وهي تقول كورونا فاااايرررروس شيت از ريل شيت از قيتنق رييل,Joking,0,0,0,0,0,0,0,0,0,1
للعلم حاله 0 فيه كورونا وقاعد يهيج 👏🏻,Neutral,0,0,0,0,0,0,0,0,0,0
46.525 إلى الان عدد الوفايات في العالم من الفيروس الجائح وفي بلدان متقدمه علمياً لذلك يجب اخذ االأمر بأهمية ,Negative,0,0,0,0,1,0,0,0,0,0
"
 إنك تبقى بالبيت يعني عم تحمي حالك وتحمي كثير من الناس .. خليك بالبيت.
تبقى بخير

صحتنا مسؤوليتنا",Positive,1,0,1,0,0,0,0,0,0,0
"رب سيئةٍ أخجلت عاصياً ف أطاع
ورب حسنةٍ أعجبت طائعاً ف ضاع

 
 ",Positive,1,0,1,0,0,0,0,0,0,0
تقريباً كده هفضل اعطس لحد ما الجيران يبلغوا ان عندي كورونا 😥,Joking,0,0,0,0,0,0,0,0,0,1
بعد اتضاح فشل الاتحاد الاوروبي بسبب أزمة كورونا كوڤيد ١٩ ، هل تتوقع أن يرجع المجد مرّة أخرى للعرب وأن يعيد التاريخ نفسه ؟,Neutral,0,0,0,0,0,0,0,0,0,0
" |
صحة نينوى تؤكد سلامة 11 حالة مشتبهاً بإصابتها بفايروس .
 ",Neutral,0,0,0,0,0,0,0,0,1,0
"كورونا كان سبباً في رجوع الكثير إلى الله وتأديب الكثير حتى يقروا ان الله واحد وصانع 
",Positive,1,0,0,0,0,0,0,0,0,0
عاجل : تسجيل حالتي وفاة و 12 إصابة جديدة في جراء فيروس .,Neutral,0,0,0,0,0,0,0,0,1,0
"الخوف ليس من كورونا
فأنت ميت به أو بغيره لكن الخوف من القبر وضمته والصراط وزلته والعذاب وشدته!
اللهم ارزقنا حسن الخاتمة

",Negative,0,0,0,0,1,1,0,0,0,0
الحكومه عملت من بنها لما لقت إن أسعار البنزين المفروض تنزل وفاكره نفسها مشغوله بمحاربة كورونا,Negative,0,0,0,0,1,0,1,0,0,0
لازم أوقف البحث عن آخر أخبار كورونا 🤦🏻‍♀️ الموضوع تجاوز الحد الطبيعي,Negative,0,0,0,0,1,1,0,0,0,0
السهر للفجر والنوم للعصر .. هكذا سيذكر التاريخ كيف حاربنا كورونا !,Joking,0,0,0,0,0,0,0,0,0,1
افضل نصائح الوقاية من كورونا : إغسل يديك كأنك صافحت شربل خليل,Joking,0,0,0,0,0,0,0,0,0,1
"إنتبه كلما حسيت إن كورونا بعيدي عنك بتكون قربت اكتر
",Negative,0,0,0,0,1,0,0,0,0,0
"تيليجرام عامل استيكر stay home حلو وبيطلع كورونا منه كدا
وحاجة اخر لذاذة بصراحة 😂",Joking,0,0,0,0,0,0,0,0,0,1
سيبدأ من غدا الخميس فرض حظر التجول في محافظة من بعد الساعة 4عصر ،بإذن الله يتعاون الناس مع هذا القرار حفاظا على صحتهم ,Positive,1,0,1,0,0,0,0,0,0,0
"ياجماعه فيرس كورونا مش الأخطر وهانقدر عليه
إنما فيرس الجشع والفساد تفتكروا هانقدر عليه",Negative,0,0,0,1,0,0,1,0,0,0
"منظمةالصحه العالميه :
مصر لديها فرصه ذهبية فى القضاء على فايروس كورونا قبل منتصف ابريل..

",Neutral,0,0,0,0,0,0,0,0,1,0
"الابتدائي : فبراير 
لاعدادي +الثانوي : دواعش و كرامه 
الجامعه: كورونا 
شكله الزفه ع ظهر دينصور",Joking,0,0,0,0,0,0,0,0,0,1
كورونا سيغير الخرائط السياسية والاقتصادية في العالم .. والرأس مالية في مهب الفيروس,Neutral,0,0,0,0,0,0,0,0,1,0
"كورونا باب الله الذي منهُ يإتى 
",Neutral,0,0,0,0,0,0,0,0,0,0
قالك الي شاد البوابة متع مستشفى أبوسليم يسال في السواقين متع الإسعاف في الباب ... كورونا و لا حفتر 😂😊😂😂😂,Joking,0,0,0,0,0,0,0,0,0,1
أثبتت تحاليل ودراسات أن من أصابه إلتهاب القياده العامة لن تصيبه كورونا 🙂💔,Neutral,0,0,0,0,0,0,0,0,1,0
"جديد كورونا
الصين: ظهور تحاليل إيجابية ل covid 19
دون ظهور اعراض 
الإصابة

ربي يسترنا ويعافينا منو",Negative,0,0,0,0,1,0,0,0,0,0
يارب اكبر اكبر اكبر واصير عجوزه وعندي ١٣ حفيد واقولهم زماااان كان فيه كورونا,Positive,0,0,1,0,0,0,0,0,0,0
زي ما يناير عملت غربله للجدعان كورونا مكمله وبتفضح,Neutral,0,0,0,0,0,0,0,0,0,0
"مش وقته كورونا لا هتخللي كلاب ولا اهلي إهدوا شوية😂😂😂😂

",Joking,0,0,0,0,0,0,0,0,0,1
ما تخليش وجيج كورونا ينسيك شهداءنا شهداء البركان الكليه العسكريه اطفال الفرناج المال و أرزاق الناس الي طاعت خليك ديما Refresh يا حر,Negative,0,0,0,0,0,1,1,0,0,0
حلاقة ما يقدر يحلق لنفسه ويبي يستغني عن الوافدين!! ,Negative,0,0,0,0,0,0,1,0,0,0
"الناس “ سواسية “ في وقت النعم ،
فإذا نزل البلاء “ تباينوا “ ... 

 

﮼سارة",Negative,0,0,0,0,0,1,1,0,0,0
"مراكز تحليل كورونا توجد في تونس سوسة منستير بالنسبة للولايات الاخرى ثمة وڨاعة باهية في الفحص🤔😬
لاحول ولاقوة إلا بالله",Negative,0,0,0,0,0,1,1,0,0,0
"بما ان ليا 14 يوم مروح ..
و توا كيف تريحت انه الجو تمام و ماعندي شي
تخاف تختلط بحد يقعد مختلط بحد عنده كورونا
هوس جديد و فيلم رعب جديد",Negative,0,0,0,0,1,0,0,0,0,0
"ألان

مليون مصاب بفيروس كورونا في جميع دول العالم إلا اليمن.",Neutral,0,0,0,0,0,0,0,0,1,0
"الوقايه من فيروس كورونا غسل اليدين تطهير الاراضي والاسطح عدم التجموعات عدم الازدحام عدم القرب من
الشخص المصاب",Positive,1,0,0,0,0,0,0,0,0,0
" 

تستاهلون يا الله يوفقكم ويحميكم 
واسال الله ان يرفع البلاء عن جميع المسلمين ويكفينا شر هذا الوباء ",Positive,0,1,0,0,0,0,0,0,0,0
تقارير استخبارية أميركية: إحصاءات الصين بشأن كورونا مزيفة,Neutral,0,0,0,0,0,0,0,0,1,0
كورونا و قلنا ماشي و حظر تجول و قلنا ماشي... بس يعلق الواتساب و الانستاجرام لاااا هيك كثير,Negative,0,0,0,0,0,1,1,0,0,0
"لا صج ما تستحون على وجيهكم لا تسألون انا حيت ولا مت ولا فيني كورونا !
بسم الله علي قطيعه يخلوني اتفاول على نفسي",Negative,0,0,0,0,0,1,1,0,0,0
"الشرطة الروسية تحرر 1250 مخالفة إدارية بشأن كسر الحجر الصحي لفيروس كورونا - وزارة الداخلية
 © سبوتنيك",Neutral,0,0,0,0,0,0,0,0,1,0
 لعنة الله عليكى ربنا يبتليكى بفيرس كرونا ياكاره للمغتربين الباحسين عن لقمة العيش,Negative,0,0,0,0,0,0,1,0,0,0
د.أمجد الخولي من منظمة الصحة العالمية يؤكد ما قلته سابقا أن المتعافين من مرض وباء ممكن إعادة المرض لهم,Neutral,0,0,0,0,0,0,0,0,1,0
وائل الأبراشي حب يرفه عن الناس بعيدا عن اخبار كورونا الكئيبة.. عمل تقرير على الناس اللي بتموت في الاسانسيرات,Joking,0,0,0,0,0,0,0,0,0,1
" تلغى للمرة الأولى منذ الحرب العاملية الثانية
بسبب 

",Neutral,0,0,0,0,0,0,0,0,1,0
فلنكن في الموعد دعما لغزة و مساندة لها و دعوة لرفع الحصار عنها تجنبا لكارثة انسانية قد تقع في ظل تفشي وباء كورونا 🙏,Positive,1,0,1,0,0,0,0,0,0,0
يجب ان تكون النسب للقبول في كلية الطب تبدأ من ٩٠ بعد كورونا للثانوية العامة,Neutral,0,0,0,0,0,0,0,0,0,0
قاعدين عّم نحلل كورونا ومن وين اجا الفيروس حلل كيف بدك تنزل سعر البصل يا خرا,Negative,0,0,0,0,0,0,1,0,0,0
"
ده السيسي اهون عليه يرش الشعب كله بفيروس كورونا ولا يسيب قصر واحد للشعب اللي بالنسباله شوية رعاع",Negative,0,0,0,0,0,0,1,0,0,0
هي الريكوردات بقت تنقل كورنا وله اي ياجماعة 💔😹😹,Joking,0,0,0,0,0,0,0,0,0,1
"وصل 7 حالات كورونا لمستشفى ابو الصير
ربنا يسترها علينا يااارب ويعدي الايام دي على خير🤲",Negative,0,0,0,0,1,1,0,0,0,0
يارب كورونا يموت بسرعه لاني احتاج حياتي الطبيعيه والطلعات اليوميه :(,Negative,0,0,0,0,0,1,0,0,0,0
"
مال المصريين للمصريين وليس للمجرمين...
عسكرونا أخطر من كورونا",Negative,0,0,0,0,0,1,1,0,0,0
طب اللي ماعندهوش كورونا ممنوع عليه ينفع كده,Negative,0,0,0,0,0,0,1,0,0,0
"الفراج يوم عرف ان احبابه بيزعلون
راضاهم ف مباراه لعبت قبل ٣ أعوام

م هاكذا تورد الأبل ي كورونا
",Joking,0,0,0,0,0,0,0,0,0,1
وفاة رضيع عمره ستة أسابيع بفيروس كورونا في ولاية كونيتيكت الأميركية .,Negative,0,0,0,0,0,1,0,0,0,0
"كورونا أوقف كل شيء إلا أمرين:
الاعتداءات الوحشية الاسرائيلية على الفلسطينيين
اعتقلات أنظمة الاستبداد العربي للمعارضين",Negative,0,0,0,0,0,1,1,0,0,0
"👰👨الزواج هو :

إنك تنتقلين من مرحلة -أمي عيّت- 

 إلى مرحلة -زوجي عيّا - وبس!

 كُلهم عيّوا 😂😂

",Joking,0,0,0,0,0,0,0,0,0,1
"قطر تعلن تسجيل 54 حالة جديدة بفيروس كورونا ، والإجمالي يصل إلى 835 حالة.

 ",Neutral,0,0,0,0,0,0,0,0,1,0
"بيبني قصور وسايب الشعب مدمر وسايب كورونا تحرق فينا
",Negative,0,0,0,0,0,0,1,0,0,0
"ثبت عمليا أن فيروس كورونا نعمة#
😎
",Joking,0,0,0,0,0,0,0,0,0,1
"اللى حاسس ان لسه ربنا ساترها معاه وحافظة هو واولاده واهله من فيروس كورونا 🦠
يدخل هنا ✍️ 
ويصلى على النبى",Positive,1,0,1,0,0,0,0,0,0,0
" 
 

●العدد الإجمالي للفحوصات 106,799
●العدد الإجمالي للحالات المصابة 15,679
●إجمالي الوفيات 277
●إجمالي عدد حالات الشفاء 333",Neutral,0,0,0,0,0,0,0,0,1,0
تخيل الجمهور ديال سطاد كااااااامل العدد ديالو هو لي مات بسبب كورونا !!,Negative,0,0,0,1,1,1,0,0,0,0
الفيروس التاجي corona virus قد يجدّون له علاج يوماً ما ،،، اما الكورونات البشرية فلا اعتقد ان يجدون لهم اي نوع من العلاجات او المبيدات 🐝🐝🐝🐝,Negative,0,0,0,0,0,0,1,0,0,0
رحمتك يا ربنا اللهم سلط كورنا على من عسكرونا و ضيعونا ,Negative,0,0,0,0,0,0,1,0,0,0
عميدنا الكريه حتى بوقت الكورونا داخل معهم البث في مكتبه الكئيب,Negative,0,0,0,0,0,1,1,0,0,0
"يقولون من علامات مرض كورونا
 (فقدان الشهيه)

يعني حنا بالسليم",Joking,0,0,0,0,0,0,0,0,0,1
"*الهند*
 
 *عدد الوفيات من*

 *من : 3*

 *من الضرب : 6597*😂😂😂😂

",Joking,0,0,0,0,0,0,0,0,0,1
"منظمو للفورمولا ون سينتظرون حتى أواخر الشهر الحالي لاتخاذ قرار بمصيرها
",Neutral,0,0,0,0,0,0,0,0,1,0
"كورونا علمتنا درسا في غاية الأهمية :

عندما تبقى وحيدا ستنجو .. وعندما تتبع القطيع ستموت . .",Positive,1,0,0,0,0,0,0,0,0,0
كورونا يختبر مناعة كل شئ 👌🏽 ,Negative,0,0,0,0,1,0,0,0,0,0
"اخبار الكرونا ماتجيب راس قناة الجزيرة..اذا ماكان هناك صواريخ وتفجيرات وعمليات انتحارية..بس الجود من الماجود..🏃‍♂️🤑

",Joking,0,0,0,0,0,0,0,0,0,1
 أشترو جهاز كشف كرونا وبلاش نصب علينا ف المطار,Negative,0,0,0,0,0,0,1,0,0,0
"أكثر نشاط اسويه اليومين هذي

اقوم من مكاني افصل المودم وارجع اشغله


",Joking,0,0,0,0,0,0,0,0,0,1
"
انت قول الراعي واعي 
حبيبي جلس جوة واتوكل 
تبراك السلامة ان شاء الله 
..ليك كرونا ما توصل",Positive,1,0,1,0,0,0,0,0,0,0
إصابة الإنترنت بفيروس كورونا ونقله للحجر الصحي 🐢,Joking,0,0,0,0,0,0,0,0,0,1
